year,month,meant,maxtp,mintp,mnmax,mnmin,rain,gmin,wdsp,maxgt,sun
2016,8,15.4,23.1,6.4,19.5,11.4,61.9,1.7,10.8,40,137.3
2016,9,14.3,25.1,5,18,10.6,56.6,1.3,10.3,42,112.4
2016,10,10.4,16.6,1.9,13.7,7.2,60,-1.4,9.4,40,107.7
2016,11,5.6,15.7,-2.6,9,2.3,36.9,-6.7,10.6,35,97.5
2016,12,6.7,15.3,-2.3,10.1,3.3,46.6,-5.7,9.8,49,60.6
2017,1,5.7,11.9,-4.8,8.4,3,21.9,-9,10.3,45,57.4
2017,2,6.2,12.9,-3.9,9.3,3.2,41.6,-7.6,13.4,64,51.1
2017,3,7.7,16.3,-1.7,11.4,4,67.2,-6.6,11.7,44,127.7
2017,4,8,16.5,-1.2,12.4,3.7,10,-5,9.5,33,99.1
2017,5,11.6,23.2,-1.5,16.6,6.7,43.5,-5.4,9.6,32,224.3
2017,6,14.4,26.3,3.7,18.6,10.2,86.4,1.6,11,41,161.5
2017,7,15,24.2,6,19.5,10.5,42.2,1.8,9.8,36,166
2017,8,14.6,21.8,4.9,18.7,10.5,73.2,0.8,10,31,120.5
2017,9,12.4,18.9,4.5,16.5,8.3,82.3,0.4,10.9,43,128.7
2017,10,11.2,19.5,0.8,14.8,7.7,47.8,-3.1,12.2,56,73.9
2017,11,6.5,14.1,-0.5,9.6,3.3,81.5,-2.9,10.8,36,87
2017,12,5.3,13.6,-4.8,8.1,2.5,63.1,-6.7,12.4,49,59.1
2018,1,5.3,13.1,-3.2,8.4,2.2,93.1,-9.8,14.8,54,73.3
2018,2,3.4,12,-4.9,6.6,0.2,36.9,-10.4,11.9,47,108.9
2018,3,4.3,11.9,-5.1,7.7,0.9,100,-8.3,12.2,50,81.7
2018,4,8.1,18.8,-2.1,11.9,4.4,68.9,-5.5,10.8,42,144
2018,5,11.4,22.2,0.4,16.6,6.2,19.1,-2.7,8.8,36,224
2018,6,14.5,26.5,3.8,20.3,8.7,4.8,0.8,8.7,48,268.6
2018,7,16.1,26.7,5.2,21.6,10.5,40,2.3,6.9,28,182.5
2018,8,15.3,25.1,3.9,19.9,10.7,48,-0.9,8.1,36,121.5
2018,9,12.2,23,0.4,16.7,7.7,43.8,-3.7,9,56,136.2
2018,10,9.3,19.2,-4.7,13.3,5.2,42.6,-9.1,9.2,46,120.6
2018,11,8.2,15.3,1.1,11,5.3,131.2,-2.1,10.1,47,50.2
2018,12,7.7,13.4,0.8,10,5.4,81,-1.5,9.5,53,30.5
